source_file,source_row,comment_id,post_id,comment_text,title_youtube,source_query,labeled_at,temperature_group
batch_44_1777697475.csv,82,UgzHgyfYiNkw5nz-AXx4AaABAg,EUIUEBLSMt0,"November 2025 , anyone ?",Careless Whisper GOES HEAVY - STATE of MINE (@georgemichael METAL Cover),cover version song,,0.0
batch_168_1777698374.csv,324,UgxTioUKDKjmHAOmPQp4AaABAg,H2hel1d7l6w,Guys start recommending him the Amazing Bulk and Velocipastor. He must know what true terrible movies look like.,Genuinely The Worst Movie I've Ever Seen,bad movie review,,0.0
batch_207_1777698636.csv,314,UgyJHAhct8dZcx4sIXR4AaABAg,YzIl50S920A,1-800 is not that bad tbh,WORST song every year #worst #song #rap #review #hiphop,worst song ever,,0.0
batch_293_1777699272.csv,1119,UgxAvKQE7S75RfIk87x4AaABAg,-ZA9EqbHzbE,❤,"Ariana Grande - yes, and? (live version)",Ariana Grande live performance,,0.0
batch_93_1777697812.csv,593,UgxYyvsH745Hl8fQmQl4AaABAg,al8eztwE_pQ,You just know the theater experience will be full of laughter for this one. Gonna be a fun night  😂,Scary Movie | Official Trailer (2026),official movie trailer,,0.0
batch_151_1777698249.csv,1000,UgzoeVStRjgZNCA9Wbl4AaABAg,mi4QfOFV3ys,Thanks for 67k subscribe,Bagghi 4 🥵 Again FLOP 🧐 #baaghi4 #baaghi #baaghi2 #baaghi3 #tigershroff #youtubeshorts #shorts,box office flop movie,,0.0
batch_336_1777699646.csv,825,UgxgPcXefqlqdbT2Cip4AaABAg,MB3VkzPdgLA,<b>She ate this song like lunch</b>,Billie Eilish - LUNCH (Official Music Video),Billie Eilish official music video,,0.0
batch_157_1777698295.csv,42,UgwpWmN4KVocsAeC-IV4AaABAg,T8fAquggNl8,Christian obviously needed the little girl toys to lure his next girlfriend. Thank God it worked out with the main adult character.,The Worst Christmas Movie I've Ever Seen,worst movie ever,,0.0
batch_363_1777699828.csv,975,UgxBg7tXcCtrQ-PHkzp4AaABAg,b_rn7bwD8qQ,Very beautiful video,Billie Eilish - Happier Than Ever (From Disney’s Happier Than Ever: A Love Letter To LA),Billie Eilish live performance,,0.0
batch_59_1777697578.csv,474,UgxW5czwL19oWsvtCVh4AaABAg,SQNtGoM3FVU,Can&#39;t believe I&#39;m just discovering this absolute legend of a woman,JINJER - Pisces (Live Session) | Napalm Records,live session performance,,0.0
batch_364_1777699835.csv,717,UgyYyqkcFzepZcVcPy54AaABAg,eMD_XbJ1g1k,The hair ❤❤❤❤,Billie Eilish - everything i wanted (Live from Global Citizen Power Our Planet in Paris),Billie Eilish live performance,,0.0
batch_352_1777699754.csv,59,UgyM-JtlvwNGz3gGwPR4AaABAg,hJeNfNtbUeY,"<a href=""https://www.youtube.com/watch?v=hJeNfNtbUeY&amp;t=136"">2:16</a> that vocal riff OMG 😍","Billie Eilish - WILDFLOWER (Live From The iHeartRadio Music Awards, 2025)",Billie Eilish live performance,,0.0
batch_156_1777698287.csv,1056,Ugwoajma56lP1hD2E-Z4AaABAg,k27mr6p-yhY,I love that one of the re-screening adverts sad &#39;the prince Charles of cinema&#39;,Why people keep watching the worst movie ever made,worst movie ever,,0.0
batch_229_1777698777.csv,266,UgyFAWZmFKwXieYKTCN4AaABAg,z7F3xJN7_yw,I also took a friend to this movie and the guilt is unbearable,"the new mean girls is really bad, you guys",negative music review,,0.0
batch_55_1777697548.csv,269,UgyquH424mHGaxVqv4d4AaABAg,3xT2eWQYaUM,studio and live — their vocals are amazing.,Lucky Daye - How Much Can A Heart Take Ft. Yebba (Live Performance),live session performance,,0.0
batch_238_1777698861.csv,324,Ugyjn1-NBSMznKCg5nx4AaABAg,08DjMT-qR9g,"Welp, im back to chasing pavement.",Adele - Chasing Pavements (Official Music Video),Adele official music video,,0.0
batch_350_1777699739.csv,551,UgzXcS7T04ralljmjFl4AaABAg,_IjWFq1c5M4,THE END OF BITTERSUIT TOGETHER WITH THE BEGINNING OF BLUE WAS A HUGE GIFT FOR THE FANS!! BILLIE EILISH YOU ARE GENIUS AND I LOVE YOU,Billie Eilish - BLUE (Official Lyric Video),Billie Eilish official music video,,0.0
batch_209_1777698650.csv,1114,UgymqQhNIoCkXeetxvp4AaABAg,Sf0z5A29flQ,worse than road rage and trouble is crazy,EMINEM’S WORST SONG 🤦‍♂️,worst song ever,,0.0
batch_42_1777697461.csv,303,Ugx7rKLJVVWpbJWROXR4AaABAg,m3lF2qEA2cw,"Lyrics:<br><br>When you were here before<br>Couldn&#39;t look you in the eye<br>You&#39;re just like an angel<br>Your skin makes me cry<br>You float like a feather<br>In a beautiful world<br>I wish I was special<br>You&#39;re so fuckin&#39; special<br>But I&#39;m a creep<br>I&#39;m a weirdo<br>What the hell am I doin&#39; here?<br>I don&#39;t belong here<br>I don&#39;t care if it hurts<br>I wanna have control<br>I want a perfect body<br>I want a perfect soul<br>I want you to notice<br>When I&#39;m not around<br>So fuckin&#39; special<br>I wish I was special<br>But I&#39;m a creep<br>I&#39;m a weirdo<br>What the hell am I doin&#39; here?<br>I don&#39;t belong here<br>She&#39;s running out the door (run)<br>She&#39;s running out<br>She run, run, run, run,<br>Run...<br>Whatever makes you happy<br>Whatever you want<br>You&#39;re so fuckin&#39; special<br>I wish I was special<br>But I&#39;m a creep<br>I&#39;m a weirdo<br>What the hell am I doin&#39; here?<br>I don&#39;t belong here<br>I don&#39;t belong here",Creep - Vintage Postmodern Jukebox Radiohead Cover ft. Haley Reinhart,cover version song,,0.0
batch_282_1777699198.csv,434,Ugyo3HQEAjgqOOLGm3J4AaABAg,uL52DajINdY,This girl is really singing her way through the 5 stages of grief.,Ariana Grande - positions (Official Live Performance) | Vevo,Ariana Grande live performance,,0.0
batch_42_1777697461.csv,291,UgwUoUnNBlwAj5-Dx_t4AaABAg,m3lF2qEA2cw,Provably half of the views are mine,Creep - Vintage Postmodern Jukebox Radiohead Cover ft. Haley Reinhart,cover version song,,0.0
batch_321_1777699513.csv,1254,UgxgUn0uzhGZb46D5ah4AaABAg,4aeDlZOD-B0,This performance deserves an award. No one has put together a better performance so far. I&#39;m sorry,"Be Alive (Original Song from the Motion Picture ""King Richard"") (94th Academy Awards Performance)",Beyonce live performance,,0.0
batch_287_1777699232.csv,1092,UgzX7Ky9GLX1MgEvend4AaABAg,zp8-BhMCnTA,Queen of pop forever,Ariana Grande - Honeymoon Avenue (Live from London),Ariana Grande live performance,,0.0
batch_271_1777699121.csv,476,UgxMvEfAOaHRQcK45hN4AaABAg,BPgEgaPk62M,Anyone Feb 2026?,Ariana Grande - One Last Time (Official Video),Ariana Grande official music video,,0.0
batch_340_1777699672.csv,321,UgyiFc2Ra9q3WOB7YG14AaABAg,huGd4efgdPA,"The moment Billie is saying she’d “hit it” and Charli flips her hair, omg so good, such a great moment.  This entire video is amazing.",Charli xcx - Guess featuring billie eilish (official video),Billie Eilish official music video,,0.0
batch_288_1777699240.csv,296,Ugxau4WdfqMMWoVLSP94AaABAg,GwWaFgu8q2w,Ariana never disappoints the viewers...,Ariana Grande - Santa Tell Me (live version),Ariana Grande live performance,,0.0
batch_228_1777698770.csv,624,UgwKlqS8zPxKz2EJ-jV4AaABAg,U8dcFhF0Dlk,Not me getting a goddamn suno advert in the middle of this video...,"Suno, AI Music, and the Bad Future",negative music review,,0.0
batch_159_1777698310.csv,397,UgyWVj3qL2m8O19IW8Z4AaABAg,8Kv1RFGRrxE,"<a href=""https://www.youtube.com/watch?v=8Kv1RFGRrxE&amp;t=92"">1:32</a> yeah moths are scary, i mean just play hollow knight",Genuinely The Worst Shark Movie I've Ever Seen,worst movie ever,,0.0
batch_275_1777699149.csv,1170,Ugxkc8cT-QKXc8NktBV4AaABAg,OQitfe8u7i4,"Me <b>*walks into forest at night*</b><br>Nicki Minaj: <b>*shows up out of nowhere*</b><br>Me: <a href=""https://www.youtube.com/watch?v=OQitfe8u7i4&amp;t=80"">1:20</a>",Ariana Grande - the light is coming ft. Nicki Minaj,Ariana Grande official music video,,0.0
batch_216_1777698701.csv,1030,UgwyenXiuHVH-aRCcRN4AaABAg,i-qSsUg4134,Im a boy but i am from floptroica,#floptropica #flop #shortsvideo,music flop,,0.0
batch_228_1777698770.csv,147,UgzDWfW7uKZlxrOnjNp4AaABAg,Hq8qG2J9EJM,"bro, you make such good stuff, the only reason you haven&#39;t blown up is cause of consistency, but you make my day any time you upload. Keep doing what you&#39;re doing, one day you&#39;ll get the pace","The ""Bad"" Internet Music Iceberg Explained (And Ranked)",negative music review,,0.0
batch_169_1777698380.csv,170,UgzYG9lFHlzLF6pwtWp4AaABAg,pRFev3EXbq0,If its not a Weird Al Biopic formula then Im not interested,The Michael Jackson Movie Is Shockingly Bad (Full Review),bad movie review,,0.0
batch_220_1777698718.csv,483,UgzNmYphZaaas8gq1jp4AaABAg,X5Jht8Bsg_Y,I honestly feel this way everyday and your music helps so much I&#39;m so grateful for you being here and helping your music has gotten me through hard times and I just listen to the words you spit and see the truth in them,Problematic - Sober (Official Video),problematic song,,0.0
batch_265_1777699078.csv,234,Ugy9_hyNdbcr0NnIDV94AaABAg,eB6txyhHFG4,A cada curtida eu volto pra escutar esse lindo hino ❤💋,"Ariana Grande - yes, and? (official music video)",Ariana Grande official music video,,0.0
batch_211_1777698665.csv,1091,UgzkT747Hdlx3IgTHn94AaABAg,4uDlOoSMH88,Simple Plan in a nutshell.,Kyle Gordon – My Life (Is the Worst Life Ever) [feat. Our Wounded Courtship] [Official Music Video],worst song ever,,0.0
batch_290_1777699252.csv,486,UgySh7jQGZiXKTEDGYp4AaABAg,4-uUieI7ipg,I can surely tell that this song sounds a waaaaaay better live than audio 😍 I&#39;m in love 💞,Ariana Grande - Tattooed Heart (Live on the Honda Stage at the iHeartRadio Theater LA),Ariana Grande live performance,,0.0
batch_159_1777698310.csv,669,UgzpYFg_WqmuA95lr3F4AaABAg,fg2vMviS7ao,"Kinda incredible how the careers of so many people skyrocketed after this. Not that they did any great movies, or even any movies, after this. But at least they went from being in a seagal movie, to not being in a seagal movie, thats an insane improvement.",Seagal's Under Siege 2 Robbed Us Of Our Innocence - Worst Movie Ever,worst movie ever,,0.0
batch_95_1777697825.csv,434,UgwHNlyBz1ODz8iCkzZ4AaABAg,OJ19I9q_hOQ,Imagine if movies were lighted these days?,The Invite | Official Trailer HD | A24,official movie trailer,,0.0
batch_175_1777698420.csv,880,UgzxdTLKlEy_XnFYINN4AaABAg,xEuBkeolQs0,Stereotypical cartoon dad is that you?!?!?,This 90's Christmas Movie is Hilariously Bad,bad movie review,,0.0
batch_266_1777699086.csv,903,Ugw8S_CFmxKpfqbWj2h4AaABAg,nlR0MkrRklg,All i want to for christmas is the end of this coronavirus.,Ariana Grande - Santa Tell Me (Official Video),Ariana Grande official music video,,0.0
batch_177_1777698434.csv,825,UgxFYUBo9_yAN38DfiJ4AaABAg,hxH1f9CPgeM,This shit isn&#39;t even babies first blender project 😔 blenders presets would make it look better,This Animated Christian Movie is Beyond Bad,bad movie review,,0.0
batch_153_1777698265.csv,165,UgwCgLD2CrZ7qxg6j4x4AaABAg,A4UxYQFYcGQ,"“Without the data, we’ll go back to the Stone Age”… ??? Does the data being removed remove our intelligence and memories too? What about paper copies of things? We could just recreate them lol",The Worst Movie Ever Made...,worst movie ever,,0.0
batch_163_1777698336.csv,154,UgyFust87DNfiboG0h54AaABAg,ZLHqvlGJWMw,"<a href=""https://www.youtube.com/watch?v=ZLHqvlGJWMw&amp;t=797"">13:17</a> that sound really cracks me up",The WORST Animated Movies Ever Made - Diamondbolt,worst movie ever,,0.0
batch_166_1777698360.csv,458,Ugy4wznkFnSjfvbLa3R4AaABAg,YouiRWF8Ex8,Okay but that Sonic&#39;s personality was on point though 😂,What Is The Worst MCU Movie?,worst movie ever,,0.0
batch_176_1777698427.csv,1068,UgxRgOmPRY73z9oABId4AaABAg,31nywpZW_Hc,"M Night-itis again. A reasonably good idea executed terribly. Epidemics of mass, unexplainable s——-es, deadly cat &amp; mouse game in a concert arena? <i>Could</i> be interesting….then he writes them.",THE HAPPENING BAD MOVIE REVIEW | Double Toasted,bad movie review,,0.0
batch_273_1777699136.csv,959,Ugw1XUaW6Ji3kMzAG0R4AaABAg,9SRxBTtspYM,So much nostalgia,"Ariana Grande, Social House - boyfriend (Official Video)",Ariana Grande official music video,,0.0
batch_220_1777698718.csv,1000,Ugwa0QQ0b65XYQ0n7Dl4AaABAg,VSaqdm_xubk,Love this truly both of u r amazing I love u 🖤❤️‍🩹🔥🔥,Problematic x Kid Kenzi - Save Me From Myself (Official Music Video),problematic song,,0.0
batch_288_1777699240.csv,709,UgxpIh8ekBlhhG95RsR4AaABAg,NaZXwYjal8E,Te amo Ariana ❤️ Siempre mi favorita 🫶🏼,Ariana Grande - Tattooed Heart (Live from London),Ariana Grande live performance,,0.0
batch_287_1777699232.csv,706,UgyzLYbsChgPJ6c7glx4AaABAg,qYaDNaLHNQY,Esa es mi niña preciosa asi me gusta verla levantándose  hermoso mi niña preciosa aqui estare para cuidarte y apoyarte . Eres bella niña   no quiero verte triste FUERZA MI NIÑA VALIENTE❤❤❤❤❤🌟⚘⚘🎇🎇🌠🌠🇧🇴🇺🇸💕💕💕💕❤❤🥰👍,Ariana Grande & Nicki Minaj - Medley (Live on NBA All Star Game Half Time Show) HD,Ariana Grande live performance,,0.0
batch_176_1777698427.csv,251,Ugw8v9V3mBpqm1V-wz14AaABAg,DygiVD2YKVQ,"@<a href=""https://www.youtube.com/watch?v=DygiVD2YKVQ&amp;t=1848"">30:48</a> omg she has a cherry ball up her nose!",Queen Sized is the Worst Fat Movie of All Time,bad movie review,,0.0
batch_48_1777697501.csv,1103,Ugzs5GSEZs2Zszhc-Qp4AaABAg,HkwfkhIfmF4,❤,"Boyce Avenue Acoustic Cover Collabs Greatest Hits Duets (Bea Miller, Megan Nicole, Sarah Hyland)",acoustic version song,,0.0
batch_329_1777699577.csv,579,Ugwf3GiQGYfkdPtMxOp4AaABAg,5zkoTHvo0-E,I’m loving these reactions and I simply NEED you guys to listen to the other Lana albums!!,COWBOY CARTER - Beyoncé ★ Swifties React,Beyonce reaction,,0.0
batch_33_1777697390.csv,930,UgxO3n5efTyoOyYS-a54AaABAg,6GKGNSqLYMM,웨스트라이프는<br>사랑입니다<br>❤❤❤❤❤,"Westlife - Flying Without Wings (The Farewell Tour) (Live at Croke Park, 2012)",tour live performance,,0.0
batch_155_1777698280.csv,955,UgzaU_w5Kis6tzHMRFh4AaABAg,hBiicjHIYWM,Anyone else completely distracted by Rocks glow in the dark teeth?,"The Rock's Doom Is Like The Resident Evil Movies, But Somehow Dumber - Worst Movie Ever",worst movie ever,,0.0
batch_268_1777699100.csv,981,UgxWE2c0kJdn7DqY8hh4AaABAg,lf_wVfwpfp8,Happy 10th ❤,Ariana Grande - Focus (Official Video),Ariana Grande official music video,,0.0
batch_304_1777699389.csv,581,UgwyhW8kW8OK4BBuEpl4AaABAg,QrOe2h9RtWI,"No lo sabíamos, pero Shakira salvó a toda la LATAM con esta colaboración.  😮","Beyoncé, Shakira - Beautiful Liar",Beyonce official music video,,0.0
batch_214_1777698685.csv,1034,UgylsY-bRjDpqizUqFl4AaABAg,tsp7IOr7Q9A,American classic,"BHAD BHABIE feat. Lil Yachty - ""Gucci Flip Flops"" (Official Music Video) | Danielle Bregoli",music flop,,0.0
batch_61_1777697593.csv,128,UgxVZp5Zk3MPV4T4Ofh4AaABAg,RVRRW-QzqxM,"<a href=""https://www.youtube.com/watch?v=RVRRW-QzqxM&amp;t=205"">3:25</a> he was like damn",Keyshia Cole - Love (Live: In Session),live session performance,,0.0
batch_29_1777697359.csv,1051,UgyZct6bdwsTnatQOPt4AaABAg,P5JLMp08GC0,"I love 1989, and this world tour is just as iconic as any of her Taylor&#39;s creation 💟🙌🏽",[FULL • 4K] Taylor Swift • The 1989 World Tour Live (Remastered) • EAS Channel,tour live performance,,0.0
batch_264_1777699071.csv,635,UgyaoYkCnyV1rz-9x6p4AaABAg,gl1aHhXnN1k,I just realized that in the beginning when they&#39;re talking the background music is the soundtrack to 7 rings,"Ariana Grande - thank u, next (Official Video)",Ariana Grande official music video,,0.0
batch_174_1777698412.csv,1176,UgyiGkfRXORQrFzI8dV4AaABAg,D688OCYjmZE,"<a href=""https://www.youtube.com/watch?v=D688OCYjmZE&amp;t=685"">11:25</a> max HR 116 in this situation running for her life 😂😂😂 She is a world class athlete for sure",The WORST MOVIE of the year and it's not even close - War of the Worlds (2025),bad movie review,,0.0
batch_159_1777698310.csv,609,UgxBVsIZqOGWjg74XwF4AaABAg,fg2vMviS7ao,"The guy who directed this directed The Quiet Earth, the best sci fi movie ever made in the Southern Hemisphere. He also directed Freejack. Which exists.",Seagal's Under Siege 2 Robbed Us Of Our Innocence - Worst Movie Ever,worst movie ever,,0.0
batch_334_1777699633.csv,520,Ugyot6cl1T7_1q7qD2t4AaABAg,V9PVRfjEBTI,I hope who ever reads this realizes that they got good taste in music and love💕💕,Billie Eilish - BIRDS OF A FEATHER (Official Music Video),Billie Eilish official music video,,0.0
batch_288_1777699240.csv,101,UgzgIgHOc7jDXgHowxZ4AaABAg,GwWaFgu8q2w,santa tell me live in 2024???? ARE YOU KIDDING MEEEEE,Ariana Grande - Santa Tell Me (live version),Ariana Grande live performance,,0.0
batch_32_1777697380.csv,623,Ugz_AiPgkJPfT4FBQHl4AaABAg,ejA-BuhomgI,Dün hece beni arayan sen miydin erik yok bizde 👻💞,"Lil Uzi Vert - ""XO Tour LIif3"" Live at GOV BALL 2018",tour live performance,,0.0
batch_29_1777697359.csv,1240,UgwX7A4ZLFjpxgY3_dZ4AaABAg,P5JLMp08GC0,"When I was 16, I got to know this crazy woman from my deskmate and then I just fell in love with her! 1989 is my favorite album of TS! Just had been watching this concert so many times. Hope some day in the future I could come to her concert, singing loudly!!",[FULL • 4K] Taylor Swift • The 1989 World Tour Live (Remastered) • EAS Channel,tour live performance,,0.0
batch_244_1777698901.csv,304,UgxeE8DJnQPyeY6FtbB4AaABAg,77TcDc67368,❤❤❤,One Night Only with Adele - Full Resolution,Adele live performance,,0.0
batch_169_1777698380.csv,277,UgzpE6WNeDK4Ghx1hk54AaABAg,pRFev3EXbq0,A biopic can never be good because no allegations are contained in the story?<br>Is this suppose to be a review or a joke?,The Michael Jackson Movie Is Shockingly Bad (Full Review),bad movie review,,0.0
batch_88_1777697784.csv,1192,Ugx6vcmt11qcGTqrwJt4AaABAg,s1-pfiVMKAs,Supergirl is John wick but with superpowers and I must say Jason Momoa as lobo is one of the best casting ever made,Supergirl | Official Trailer,official movie trailer,,0.0
batch_265_1777699078.csv,366,UgzsKrARO5w5ubQJeKJ4AaABAg,eB6txyhHFG4,Minha mulher aí! DEUSAAAA.,"Ariana Grande - yes, and? (official music video)",Ariana Grande official music video,,0.0
batch_267_1777699093.csv,37,UgzrtGBu6aOd6WvjKzZ4AaABAg,9WbCfHutDSE,"Don&#39;t worry, you&#39;re not the only person here in 2026",Ariana Grande - Dangerous Woman (Official Video),Ariana Grande official music video,,0.0
batch_262_1777699053.csv,1191,UgwOB15sp42CtRSjQzF4AaABAg,9D8cWzOnfzQ,Best reaction EVER!!🤣🤣🥰🥰,WHAT HAPPENED TO ADELE'S VOICE...,Adele reaction,,0.0
batch_216_1777698701.csv,99,UgyKeE-qHZJryZeCuLV4AaABAg,0EY_Jf73OHQ,Pinki😢😢😢😢😢😢😢😢😢😂❤❤❤❤❤❤❤❤❤🎉,Everybody Do The Flop #animation #short #funny #memes #sprunki #flop,music flop,,0.0
batch_36_1777697413.csv,770,Ugx7SWIAUZLM_CraGEV4AaABAg,Fpn1imb9qZg,December 2024 here ❤,Coldplay - A Sky Full Of Stars (Live at River Plate),stadium concert,,0.0
batch_214_1777698685.csv,652,UgzOr1B8CmXuHEXrvMl4AaABAg,VxBo8BPQbec,Slay ❤❤❤❤❤,Jiafei - Flop Espresso (Audio),music flop,,0.0
batch_262_1777699053.csv,175,UgwQyhDhEO9l0CKXfVZ4AaABAg,XmmGJC1X3YA,"AJay sobbing the first time she heard Easy on Me. Same, sis.",Adele - 30 Album |Reaction|,Adele reaction,,0.0
batch_204_1777698616.csv,318,UgyCqJyJFLWUHyWEXO14AaABAg,uOLZLYST59k,BENJIxScarlett? That sounds like a disease!,The worst song EVER,worst song ever,,0.0
batch_25_1777697331.csv,892,UgxL05xucEU53JTRoGF4AaABAg,d8hSUu6W-N0,"Me pueden responder porqué cada que veo este concierto lloro, digo, me hubiera encantado estar en la época de oro de One Direction pero bueno, ademas, confirmamos que este es el concierto de conciertos? ONE DIRECTION LA MEJOR BANDA DEL MUNDO",One Direction - Where We Are Live Tour San Siro (FULL CONCERT),tour live performance,,0.0
batch_350_1777699739.csv,323,UgyYFY2Lp0QbtEIYJVl4AaABAg,2I1ZU5g1QNo,"<a href=""https://www.youtube.com/watch?v=2I1ZU5g1QNo&amp;t=205"">3:25</a> No matter how many times I watch this I cry at this part. Like its amazing.","Billie Eilish - No Time To Die (Live From The BRIT Awards, London)",Billie Eilish official music video,,0.0
batch_88_1777697784.csv,639,Ugw7nVGz8nNaIyT65_l4AaABAg,iSWP2feb4rw,I&#39;ve never been so excited for a sequel! 🥰😍🤩,Practical Magic 2 | Official Teaser Trailer,official movie trailer,,0.0
batch_224_1777698741.csv,229,UgwkGuzav-WeyrPR7ld4AaABAg,_50-gOeBilc,"Ahh 80&#39;s MTV, when you could make a music video for about $74.00!","Scandal, Patty Smyth - Goodbye To You (Official Video)",music scandal,,0.0
batch_30_1777697365.csv,377,UgxQtqnM_Ol1GABvqUh4AaABAg,mErmeN0VmyA,EU SOU U ÉDY U NOWBUANA U DIESEL,Ariana Grande - The Honeymoon Tour Concert Movie - Concerts By You,tour live performance,,0.0
batch_224_1777698741.csv,280,UgxVUKaf2M2Hlc0h2JV4AaABAg,_50-gOeBilc,Sooo CUTE 🔥,"Scandal, Patty Smyth - Goodbye To You (Official Video)",music scandal,,0.0
batch_81_1777697731.csv,1176,Ugx3HbLTpZcgTUvjc3h4AaABAg,JvWhqFh20Qs,"<a href=""https://www.youtube.com/watch?v=JvWhqFh20Qs&amp;t=414"">6:54</a>  It&#39;s been a while since I laughed out loud like I did here. I was literally sparking a fatty of my own homegrown fire sticks at the same damn time !","The Best Reactions to Black Sabbath ""War Pigs"" Compilation",reaction to music video,,0.0
batch_90_1777697796.csv,436,UgyxcVr5Z1Zpy-wxW8d4AaABAg,yeetI2DfbaE,So interesting. Excited for the release!,Ladies First | Official Trailer | Netflix,official movie trailer,,0.0
batch_325_1777699540.csv,738,Uggc34MFbvnorXgCoAEC,pai1C2dsd3M,I like Beyonce 💖💖💖💖💖💖👍👍👍👍👍👍,Beyoncé - Listen (live at Oprah) 2006,Beyonce live performance,,0.0
batch_231_1777698803.csv,928,UgwkH8BoMgONimc2DcV4AaABAg,FkH11t7WFNs,"Let’s also take this space to promote the insane talent of many pop artists that literally made pop music fantastic this year, they just tend to go under the radar bc people refuse to look outside of what’s mainstream. Ninajirachi, underscores, OKLOU, Kim Petras, Slayyyter, Frost Children, Tiffany Day, Rebecca Black, NMIXX, berryblue, Jane Remover, Adela and so many more :)",This Was a Bad Year for Pop Music,negative music review,,0.0
batch_49_1777697509.csv,105,UgzfaHyVlC0W5_qZHVx4AaABAg,9_xLbL_440Y,I like it the song touching,"70s 80s 90s Acoustic Covers – Girl Vocal | Wonderful Tonight, Hard to Say I’m Sorry & More",acoustic version song,,0.0
batch_359_1777699802.csv,1030,UgxlRK5r8705okvXrLV4AaABAg,i7YvaaAkRCw,She is just...so...beautiful.  her voice of an angel. The creativity and the emotional depth of this song...🥺,Billie Eilish - Male Fantasy (Official Live Performance) | Vevo,Billie Eilish live performance,,0.0
batch_303_1777699383.csv,376,UgzbeHFdfdq8YvGe6S54AaABAg,CIELYkfoKy8,underrated masterpiece,Beyoncé - Blow (Video),Beyonce official music video,,0.0
batch_98_1777697849.csv,24,UgyvX4_yFXp3LaJnMWN4AaABAg,62b6hsUIep8,Very డిస్పాయింట్.... అస్సలు బాలేదు,Jetlee Movie Review : Faahhaah 🤡🧠🫰 : Satya : Jetlee Review Telugu : Jetlee Public Talk : RatpacCheck,movie review,,0.0
