source_file,source_row,comment_id,post_id,comment_text,title_youtube,source_query,labeled_at,temperature_group
batch_314_1777699460.csv,987,Ugy263J7jFByo5fEzwB4AaABAg,MMuUFjxLQJU,Oumou Sangaré nous représente bien😭❤️🇸🇳🇲🇱. Where’s my west African ???❤️,"Beyoncé, JAY-Z, Childish Gambino, Oumou Sangaré – MOOD 4 EVA (Official Video)",Beyonce official music video,2026-05-03T05:08:56.990824+00:00,1.0
batch_102_1777697873.csv,107,Ugx-bvvuOrXYMrwV8Ft4AaABAg,JcENDaEEKVs,Superb Movie 🎦,"""RAJA SHIVAJI"" Movie Review",movie review,2026-05-02T21:19:30.357898+00:00,1.0
batch_7_1777697196.csv,690,Ugxfske_XaybIYDGATd4AaABAg,9iXjKu3m_Fw,There&#39;s not 1 good song on here,Most Streamed Songs Of 2024,trending hit playlist,2026-05-03T03:42:36.092013+00:00,1.0
batch_107_1777697910.csv,629,Ugx5JrBttPYkTjI7s7l4AaABAg,RoldOz5YyAw,The part about Marshall McLuhan and Neil Postman makes me want to rewatch Network and Videodrome.,Why The Movies Don't Feel The Same Anymore,movie analysis,2026-05-02T22:13:13.130492+00:00,1.0
batch_107_1777697910.csv,444,UgwOzpikLFOI84B7Ga54AaABAg,RoldOz5YyAw,"<a href=""https://www.youtube.com/watch?v=RoldOz5YyAw&amp;t=18"">0:18</a> it so sad that this is now perceived as slow by most people when it’s just realistic",Why The Movies Don't Feel The Same Anymore,movie analysis,2026-05-02T22:11:41.690482+00:00,1.0
batch_17_1777697272.csv,255,Ugz214SrawPZDx3IVxJ4AaABAg,Ec08db2hP10,his voice is sooo attractive,Djo - 'End of Beginning' (live at Laneway 2025),live concert performance,2026-05-03T05:02:26.178634+00:00,1.0
batch_191_1777698529.csv,395,Ugyyo7Hfxr2OfhEnuW14AaABAg,OllDyM4gViw,The Catwoman &amp; Copman playground scene is an almost exact replica of the BS playground scene in Daredevil with the bling guy and ninja girl.,Catwoman - The Worst Superhero Movie Ever Made?,worst film analysis,2026-05-03T04:09:52.415950+00:00,1.0
batch_139_1777698151.csv,284,UgwjocQRb2s7Uobk0F94AaABAg,ZLLyS8OBbQU,Dae deserves more TT,"‘XO, Kitty’ Cast Answers Fan Mail | InStyle",cast interview movie,2026-05-03T04:24:21.373191+00:00,1.0
batch_259_1777699024.csv,435,UgzrI8CCm0UYx5h3Ibt4AaABAg,2pTssBcIsz8,I enjoy this song even more when I see Ricks reaction to it. Somehow his passion for music makes an already awesome song  that much better.,I Can't Believe ADELE Did This Again!,Adele reaction,2026-05-03T05:59:48.408698+00:00,1.0
batch_66_1777697628.csv,952,UgyLNFe79yLZOIzW38d4AaABAg,cEW57yJW6bw,It so real I feel like i&#39;m listing to the album.<br>Nasty !!!!!!,NASTY C: Feel Good Live Sessions - Episode 10,live session performance,2026-05-03T03:32:45.560071+00:00,1.0
batch_308_1777699417.csv,223,Ugx3T-1pDq0_aXNmLDF4AaABAg,Q1dUDzBdnmI,I used to dream about having all these damn looks in the video!! lmao I was like 12,"Beyoncé - Check On It (Official Video) ft. Bun B, Slim Thug",Beyonce official music video,2026-05-03T03:53:57.340513+00:00,1.0
batch_247_1777698920.csv,691,UgwuVNFJoFUvxUJ2y8B4AaABAg,GuaDric3OZA,Literally got goosebumps head to toe. What a voice!!!,Adele - Set Fire To The Rain (Tradução/Legendado) (Live An Audience With Adele),Adele live performance,2026-05-03T03:45:51.877345+00:00,1.0
batch_308_1777699417.csv,625,Ugj0-9K5S46DangCoAEC,ArDXxTsJJoo,B Day &gt; Lemonade,Beyoncé - Freakum Dress (Video),Beyonce official music video,2026-05-03T03:57:46.643989+00:00,1.0
batch_16_1777697264.csv,562,UgztC1cU-wv96ZVCZlJ4AaABAg,V22SXB-_N6E,je compare la section rythmique comme un rouleau compresseur 😻😻😻,Judas Priest: Epitaph | Full Concert,live concert performance,2026-05-03T04:54:23.312053+00:00,1.0
batch_10_1777697221.csv,79,UgzBwJb50wBhSjDIYhx4AaABAg,fnPxkuFIA48,I honestly think this just might be the greatest duet of all time. And I&#39;m an old school guy. The melody is hauntingly amazing.,"Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)",live concert performance,2026-05-02T22:37:28.488993+00:00,1.0
batch_252_1777698963.csv,76,UgzLQ_nYQBgoo5vbbJJ4AaABAg,EhrtmFC8sTE,Apréndan lo que es música compañeros,Someone Like You - Adele - subespañol 2021 in live,Adele live performance,2026-05-03T04:37:32.443076+00:00,1.0
batch_144_1777698192.csv,655,Ugw9Yf_BRSvMthp2H254AaABAg,TIKvD-oUoBI,They can’t support her cause their SNAP and Medicaid benefits have been taken away,Sydney Sweeney's Historic Box Office FLOP!,box office flop movie,2026-05-03T05:25:43.725999+00:00,1.0
batch_16_1777697264.csv,86,Ugz0uS6M8xQqvy63bX54AaABAg,RnDDQ9CY-1I,I listen to this song over and over again,Dido - White Flag (Live 8 2005),live concert performance,2026-05-03T04:49:51.140707+00:00,1.0
batch_118_1777697985.csv,772,Ugw9aL4rfwluVZ8R1754AaABAg,v9AWkqRwd1I,Basically this is shutter island and fight Club combined,Enemy EXPLAINED - Movie Review (SPOILERS),movie analysis,2026-05-03T00:17:23.308236+00:00,1.0
batch_146_1777698206.csv,269,UgwQHIVyDizfjN5dhyh4AaABAg,bjAq4yJx7qg,Charlie was for debate not violence. God and family first. King spread lies about Charlie Kirk.,Stephen King’s new movie is a box office flop after it receives lowest opening in 33 years,box office flop movie,2026-05-03T05:44:08.220662+00:00,1.0
batch_202_1777698600.csv,399,UgyoyZcZaw9XymT9PCR4AaABAg,fzvTIAqFWgI,"Came for the worst song ever, found the best one",Worst Song Ever!!!,worst song ever,2026-05-03T06:11:17.630720+00:00,1.0
batch_140_1777698160.csv,546,UgyILnlCJISztDl2c7B4AaABAg,mXZtkDk4jN4,It&#39;s what snyderfans call their favourite director,The Superman cast explaining 'Zaddy' is pure chaos 😂,cast interview movie,2026-05-03T04:36:35.856623+00:00,1.0
batch_311_1777699438.csv,667,Ugxbb-zf1kmGAg44FI54AaABAg,RioOJ7dZxuw,Bey and Swizz are Unstoppable<br>They each bring out the best in each other.,Get Me Bodied (Extended Mix),Beyonce official music video,2026-05-03T04:31:54.130525+00:00,1.0
batch_10_1777697221.csv,349,Ugwv_c8C5lRvxEK5rI94AaABAg,fnPxkuFIA48,Anyone here in November 2025??????,"Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)",live concert performance,2026-05-02T22:39:47.126103+00:00,1.0
batch_125_1777698036.csv,65,UgxYJ2-oh8FckqBKvTx4AaABAg,GsdfBDGdgNU,This why he gets paid the big bucks pure brilliance ❤,Will Smith Behind the Scenes Upcoming Movie #willsmith,behind the scenes movie,2026-05-03T01:27:27.377036+00:00,1.0
batch_20_1777697295.csv,206,Ugy2ByASsMgT_W1r2rN4AaABAg,1TC02VaB1Rw,June 2025 anyone?,Jay Z & Alicia Keys - Empire State of Mind LIVE,live concert performance,2026-05-03T05:36:32.648560+00:00,1.0
batch_127_1777698053.csv,178,UgxvDvF0TQYbHg-GU9Z4AaABAg,N-9Nv7eg1Dw,That guy took a fire right in the face. Absolute madman.,When you blasting quiet wealth behind the scenes of Spider-Man #shorts,behind the scenes movie,2026-05-03T01:50:57.395585+00:00,1.0
batch_103_1777697882.csv,631,UgxBPOSyAwwpAnExZF94AaABAg,S8A1H5AwzyQ,"130 years -- theaters in the U.S. had a good run.  Theaters will probably eke it out another 20 years, to reach their 150th anniversary before fading into oblivion like Vaudeville.",What Are These Movies?!? / Whistle (2025) Movie Review,movie review,2026-05-02T21:32:47.819890+00:00,1.0
batch_112_1777697943.csv,868,UgwXhxTtxpUcah15PSd4AaABAg,aJ2lTtJcZ7w,How blessed are we to have one work of art made by 2 brilliant minds.,when a director knows how to start a movie,movie analysis,2026-05-02T23:16:41.907133+00:00,1.0
batch_115_1777697966.csv,1296,UgyW2OYRFsa--aR-DiN4AaABAg,hF2hHhVy9aU,Thanks for this amazing video!!!,I Finally Figured Out THE THING,movie analysis,2026-05-02T23:49:55.390932+00:00,1.0
batch_126_1777698045.csv,469,UgzpyQFHAPBIipt4_J54AaABAg,nabcXifp4ck,Poor people never have safety 🦺 🦺 🦺 there courage is enough like this stunt men&#39;s,"""Please Don't Die!"" Behind the Scenes of 'Extraction' #behindthescenesvfx #behindthescene  #movie",behind the scenes movie,2026-05-03T01:42:48.610122+00:00,1.0
batch_249_1777698936.csv,1170,UgyahDAU6Ny9Bq-TJiJ4AaABAg,LLoyNxjhTzc,Mr Piano Man ai man! 🥹❤️,Adele - Make You Feel My Love (Live on Letterman),Adele live performance,2026-05-03T04:13:02.915290+00:00,1.0
batch_146_1777698206.csv,785,Ugw8upE3bD-z1WzCLcN4AaABAg,j9IA0ysWslY,Mere paas to pursue hi nhi hai 😂,This Movie Earned ONLY ₹2000 in Box Office - Most FLOP Movies in Cinema History #shorts,box office flop movie,2026-05-03T05:49:02.209662+00:00,1.0
batch_308_1777699417.csv,1037,Ugxu5MrwzL0DijVMQyF4AaABAg,eY_mrU8MPfI,I wanna cry... this song hitting hard af now that I’m grown grown,Beyoncé - Ring The Alarm (Video),Beyonce official music video,2026-05-03T04:01:44.749313+00:00,1.0
batch_307_1777699410.csv,1039,UgiViDDWsE6qMngCoAEC,VBmMU_iwe6U,I started laughing when HOUSTON TEXAS BABY came..😂😂,Beyoncé - Run the World (Girls) (Official Video),Beyonce official music video,2026-05-03T03:50:22.563887+00:00,1.0
batch_125_1777698036.csv,756,UgxBTk-X6ZeK_0V8ZtV4AaABAg,D3Cxm_HIiMU,"But I always gonna respect the VFX workers. Because Without them, The best films on movies wouldn&#39;t exist",Famous Movies Without Special Effects…,behind the scenes movie,2026-05-03T01:35:18.742208+00:00,1.0
batch_72_1777697671.csv,826,UgwAHb8jdRdFtai1ilR4AaABAg,ckpiyY38VU8,i love you prymrr,REACTING TO MY OLD MUSIC VIDEOS!!! **cringe**,reaction to music video,2026-05-03T04:42:54.210770+00:00,1.0
batch_9_1777697214.csv,887,UgxKUMcSi3Tiy9wK2aB4AaABAg,DbfV7b-RAEY,This really takes me back to a different time. I&#39;ll always appreciate these songs.Oh the memories.,The Highwaymen Live - American Outlaws | Full Concert,live concert performance,2026-05-03T04:07:34.600823+00:00,1.0
batch_106_1777697903.csv,345,UgxiO2sFpeTPKLC7yvZ4AaABAg,uUzwssHX-Lc,“Nearvanna”,Hoppers - Is It Good or Nah? (Pixar Review),movie review,2026-05-02T22:00:39.698309+00:00,1.0
batch_22_1777697309.csv,332,UgxhzbGKp6wlcw2YHq94AaABAg,fezKpDFKf5U,You’re a one man show! ❤❤❤,Ed Sheeran - Perfect (Live from the Mathematics Tour 2024),live concert performance,2026-05-03T06:00:20.875980+00:00,1.0
batch_63_1777697606.csv,1026,UgxOsagv4vBo7FaQv9R4AaABAg,rlCSigp-f-c,Like this so l can come back and watch again,A-REECE: FEEL GOOD LIVE SESSIONS EP 12,live session performance,2026-05-03T02:59:30.268289+00:00,1.0
batch_142_1777698176.csv,1098,Ugx1m23gD-mkrnUPx6h4AaABAg,9mmXkHQ2pi8,I loved the movie with Raul Julia and William Hurt.,J Lo flops hard at the B.O.,box office flop movie,2026-05-03T05:03:47.850270+00:00,1.0
batch_3_1777697150.csv,328,UgypuTp3GVdM6Rsbt9B4AaABAg,fTKqtvXjkvo,Happy Birthday friend! Hope your day is awesome!,Top Hits 2026 ~ Trending Songs 2026 ~ Top Songs 2026 Top Music 🎶🎧,trending hit playlist,2026-05-03T02:52:40.474535+00:00,1.0
batch_201_1777698594.csv,820,UgyUozbRi94cz-exbkx4AaABAg,UF68wqVMzPE,I saw you that the park 😂,This is the WORST song EVER 😭,worst song ever,2026-05-03T06:03:39.384433+00:00,1.0
batch_124_1777698025.csv,448,Ugzx-n3e-h-9n5_XKJl4AaABAg,I9JYel4moP8,What if they turned on the lawnmower and it was a real lawnmower,Behind the scenes of THAT #FinalDestination #Bloodlines death 👀,behind the scenes movie,2026-05-03T01:19:24.044856+00:00,1.0
batch_10_1777697221.csv,290,UgwlYxg7qPmON0hRS_h4AaABAg,fnPxkuFIA48,"Multi-talented performer Bruno Mars and Lady Gaga, Play instruments, singing, Producing and writing their own songs 😳 just wowsy and he is half Filipino","Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)",live concert performance,2026-05-02T22:39:16.781539+00:00,1.0
batch_78_1777697710.csv,553,UgxuP55dtMzJWdtLEYN4AaABAg,nZnZGX5gDbg,For the clap your hands one bro straight up woke up immediately and his hands started moving on its own,Ranking Babies Hear Favorite Song Reaction,reaction to music video,2026-05-03T05:46:10.407713+00:00,1.0
batch_308_1777699417.csv,431,UgzBoPqUyX2kXNvchbR4AaABAg,ArDXxTsJJoo,What beef she have with this piece?,Beyoncé - Freakum Dress (Video),Beyonce official music video,2026-05-03T03:55:57.825805+00:00,1.0
batch_73_1777697678.csv,934,Ugyl-EI3F8vj2i5DFNt4AaABAg,NmagltT0GHg,&quot;Somebody to love &quot;,Karen Shows Me: Queen - Fat Bottomed Girls (Official Video) | FIRST TIME REACTION,reaction to music video,2026-05-03T04:53:46.089370+00:00,1.0
batch_3_1777697150.csv,514,UgyhZAszU-8xQT5HpHt4AaABAg,LuzXr3He9NI,by far YOU are you just remind this to your self only you can make big things GOD LOVES you so love your self and move on,Top Hits 2026 Playlist ~ Trending Music 2026 🎵 Spotify Mix ~ Best TikTok Songs (Hits Collection),trending hit playlist,2026-05-03T02:54:24.281121+00:00,1.0
batch_197_1777698567.csv,313,Ugz-2kiQi_ijOqi_qrB4AaABAg,fnGRjwAst7o,"“So anyways, she tells Arthur that he has to go with her to ocean land and be the new king. And Arthur’s like—“<br>Ad: “Hey google, play my whales mating playlist”<br><br><br><br><br><br><br>This could not have been more perfect timing. 🤣",Aquaman - The Worst Superhero Movie Ever Made?,worst film analysis,2026-05-03T05:18:35.101734+00:00,1.0
batch_118_1777697985.csv,878,UgjgnaAW02q_wngCoAEC,v9AWkqRwd1I,Do one for Akira!,Enemy EXPLAINED - Movie Review (SPOILERS),movie analysis,2026-05-03T00:18:19.220101+00:00,1.0
batch_202_1777698600.csv,530,Ugw4XfyRg6HRfdrAXet4AaABAg,Zf2dWGSQ5xo,The water bill is so hight prob,Worst song ever 🤦🏻‍♂️,worst song ever,2026-05-03T06:12:32.855130+00:00,1.0
batch_20_1777697295.csv,539,UgyG9c6Yl9iuoM5GoE14AaABAg,8aR1go5-qHQ,"Una obra de arte. Un espectáculo majestuoso. Cálido. Y Céline, magnífica, como siempre. La extraño.",Celine Dion - A New Day (2007) DVD |Live In Las Vegas | Full Concert | CDST L.U,live concert performance,2026-05-03T05:39:47.272896+00:00,1.0
batch_1_1777697136.csv,1088,UgycoYLAPAlbHHu83sh4AaABAg,aSkFygPCTwE,Ya boy,Kid Rock - All Summer Long [Official Music Video],official music video,2026-05-03T02:48:35.069174+00:00,1.0
batch_143_1777698184.csv,1085,UgwmTlUONPvDII4A90t4AaABAg,RK1P3lpn-Rg,Largest fraud case in this history of the US in Minny and we’re talking about Sydney Sweeney? Are you guys serious?,Sydney Sweeney BACKTRACKS After Box Office Flop,box office flop movie,2026-05-03T05:16:50.854301+00:00,1.0
batch_142_1777698176.csv,718,Ugyr4CgQULELiaMXrJF4AaABAg,WugPMYLRaec,You cannot possibly understand how horrible that Final Fantasy movie is until you&#39;ve tried to sit through it.,Biggest Movie Flops Ever,box office flop movie,2026-05-03T05:00:06.503336+00:00,1.0
batch_1_1777697136.csv,73,UgwJI6Cp7bDS24hlaAl4AaABAg,R1WQVeCq0Hs,CHOKA CHOKA Shakira y anitta.😂,"Anitta, Shakira - Choka Choka (Official Music Video)",official music video,2026-05-03T02:39:04.934101+00:00,1.0
batch_133_1777698097.csv,579,Ugz7NkKFkB3PwNHICV94AaABAg,uBIX6BmxZc0,Simply watching them casually talk is so captivating.,Ariana Grande & Adam Sandler | Actors on Actors,cast interview movie,2026-05-03T03:18:56.948816+00:00,1.0
batch_19_1777697287.csv,322,UgxlAwcIRn5YqF1fTJB4AaABAg,Nhi28B3Ybuk,Nice Jessie welcome back,Jessie J - Price Tag (Live at Capital’s Summertime Ball 2025) | Capital,live concert performance,2026-05-03T05:26:08.343190+00:00,1.0
batch_149_1777698229.csv,6,Ugw5tBNkPl2ovv4EUJl4AaABAg,Krzqg3Tb65g,She really thought she was Marilyn Monroe <br>😂😂....,BIGGEST BOX OFFICE FLOP EVER? - SYDNEY SWEENEY’S NEW MOVIE,box office flop movie,2026-05-03T06:14:43.784858+00:00,1.0
batch_64_1777697613.csv,821,UgzNvUo6BiOuN1dIh8N4AaABAg,vD07yeSxOnM,"FOLA, sings from his heart! ❤️","Fola , Bella Shmurda - Who Does That | Glitch Sessions",live session performance,2026-05-03T03:08:51.827578+00:00,1.0
batch_149_1777698229.csv,56,UgxhZYzu0JocHVNakhh4AaABAg,Krzqg3Tb65g,The funniest thing is I remember watching the trailer for this movie at the cinema <br>And from what I can tell it has quite mature themes <br>Then the next trailer <br>&quot;Freddy fazbears pizza&quot;,BIGGEST BOX OFFICE FLOP EVER? - SYDNEY SWEENEY’S NEW MOVIE,box office flop movie,2026-05-03T06:15:13.165225+00:00,1.0
batch_6_1777697186.csv,153,Ugy2qdTeyxEJsAyaIIJ4AaABAg,Ki4EHQvOlrw,😭😭,Top Hits 2025 ~ Summer Playlist 2025 ~ Top Songs 2025 🎶🎧,trending hit playlist,2026-05-03T03:26:22.270323+00:00,1.0
batch_185_1777698490.csv,956,UgxyUynlxZVOd7H3RDB4AaABAg,Y1YhySIJWc4,Charlie finally found a movie so bad it broke him,This is Actually the Worst Movie I've Ever Seen,worst film analysis,2026-05-03T03:06:09.051368+00:00,1.0
batch_62_1777697600.csv,823,UgzsxRdGU79tNuG42WZ4AaABAg,wneX5-M07TA,"Yussef is this generation&#39;s best jazz drummer, imo.",FKJ & Yussef Dayes - Live From The Greenhouse,live session performance,2026-05-03T02:46:12.374771+00:00,1.0
batch_316_1777699475.csv,954,Ugy_6BrCKqU_AyvFcmZ4AaABAg,hnIXdXWuzkU,She’s too good,Beyoncé (feat Jay Z) - Deja vu live at BET 2006,Beyonce live performance,2026-05-03T05:31:28.938187+00:00,1.0
batch_79_1777697718.csv,1293,UgxhhHKA1wkc6aqbKfZ4AaABAg,1Zf9odZDzRo,He speaks for all of us around the world,Oliver Anthony - Rich Men North Of Richmond (REACTION!),reaction to music video,2026-05-03T06:04:49.758585+00:00,1.0
batch_77_1777697704.csv,195,UgxnKUxbqdvJNEBRcYd4AaABAg,cjO7CMFx4Q0,The only hit they ever produced. But it&#39;s truly old school Rock.,"Ram Jam ""Black Betty"" Best of Reactions Compilation",reaction to music video,2026-05-03T05:31:19.891034+00:00,1.0
batch_65_1777697621.csv,920,UghMniOX8-AwSHgCoAEC,Pdd2Ktp-JHI,"Bucie....... you warm my heart, light up my soul and give me so much joy. You are the Queen of house!",BUCIE: FEEL GOOD LIVE SESSIONS EP 9,live session performance,2026-05-03T03:21:05.738088+00:00,1.0
batch_185_1777698490.csv,13,Ugy09WiKESVEqCEI6Ax4AaABAg,Lq2HAxEYJsQ,"I hate the way Peele talks, I always thought he was putting that voice on when he was key and Peele.",HIM is the Worst Movie of the Year,worst film analysis,2026-05-03T02:57:11.321177+00:00,1.0
batch_124_1777698025.csv,939,UgwqwC_Fn9qJxllsFD54AaABAg,o1y3Ua4WXtE,Cool,#shorts IT Behind the Scenes 😨,behind the scenes movie,2026-05-03T01:23:48.287646+00:00,1.0
batch_103_1777697882.csv,439,UgwYTJo_FV5QwXAMZRx4AaABAg,S8A1H5AwzyQ,Mike is really trying to make “tell me about it sailor” his new catch phrase…hopefully Josh can incorporate it into the act,What Are These Movies?!? / Whistle (2025) Movie Review,movie review,2026-05-02T21:31:08.277575+00:00,1.0
batch_107_1777697910.csv,182,Ugw0k9XxdqJadadRvm14AaABAg,eh-5fQEG_6g,"I think any large structure without people to fill it would become overwhelmingly creepy. It sort of feels like anything constructed that big must have something in it, and if there aren&#39;t people in it then it must be filled with something else. Something you don&#39;t want to be alone with. To this day I have trouble watching the scene where Danny is riding around on his big wheel, knowing that those two little girls will be appearing soon. Many is the time when I straight punk out and stop the film before that scene or jump to just after it because it terrifies me on some primal level.","THE SHINING (1980) Breakdown | Ending Explained, Easter Eggs, Creepy Hidden Details & Film Analysis",movie analysis,2026-05-02T22:09:26.914805+00:00,1.0
batch_119_1777697993.csv,970,Ugw-5ACIEfHmmqk6_7V4AaABAg,j8ExhYBN9qA,This is the most I&#39;ve thought about these movies since they came out in theaters. To this day I have no idea what happened in battle of the five armies.,The Hobbit is Not Very Good: An Unexpected Analysis - Part 1: An Unexpected Journey,movie analysis,2026-05-03T00:29:13.273188+00:00,1.0
batch_318_1777699489.csv,242,Ugy6kvJW1cGMONiO7xB4AaABAg,LTyed-Mw8us,I mean look at Beyoncé’s abs tho. She put in work!🤣😚🔥 Love her belly piercing with that outfit. Comment if you agree,Beyonce & Jay Z - Crazy In Love (Live At Madison Square Garden),Beyonce live performance,2026-05-03T05:45:55.223650+00:00,1.0
batch_148_1777698219.csv,567,UgzpTxe4f3we4clnYcN4AaABAg,V8z4d4kcAEs,"I went to see it this afternoon. The first 20 or so minutes are good, fascinating, then it just goes to s*** once the Tool is introduced. <br><br>So much wasted potential.",Predator Badlands Opening Weekend Box Office - Flop Or Not?,box office flop movie,2026-05-03T06:08:58.335276+00:00,1.0
batch_120_1777698001.csv,1344,UgzZzwGatf8GtfiTPWR4AaABAg,jMqIvaFVzsI,I’m 10,Final Destination Bloodline (2025) – The Elevator Scene That Changed EVERYTHING 😱,movie scene highlight,2026-05-03T00:54:30.273542+00:00,1.0
batch_147_1777698212.csv,273,UgyYAPT1aToMjLCWHFB4AaABAg,j71TYkgHuig,tenet is his second best film after intarstellsr,"Every Nolan Movie Budget vs Box Office: 12 Films, 1 Flop",box office flop movie,2026-05-03T05:54:32.257016+00:00,1.0
batch_21_1777697302.csv,1141,UgyYP-QFXmFlEvReQzd4AaABAg,SQ0uqF3ylNE,Metallica has not put out a decent release since Master of Puppets.     You can hear Mustaine is all over those first three albums.,Metallica Live 2025 ⬘ 4K ⬘ HD Audio 🡆 Full Show ⬘ Multicam 🡄 June 14 ⬘ Houston NRG Stadium,live concert performance,2026-05-03T05:57:06.934659+00:00,1.0
batch_315_1777699468.csv,226,UgxSr0J9q9GjP8rP_Ph4AaABAg,yahNg-mJ4p8,"The video was definitely longer, I remember watching the original one before she uploaded this short version. It was waaaay more camera time and it was pretty much her doing the same thing in the same outfit. I only have a memory of it because the full length video was actually good. Idk why they shortened it to this because the full one was was great",Beyoncé - Kitty Kat (Video),Beyonce official music video,2026-05-03T05:13:06.204263+00:00,1.0
batch_118_1777697985.csv,170,UgxWF3QUcwNFe7xJ50l4AaABAg,-pAcJ0lFu94,"He&#39;s a prophet and pusher.<br>Partly true, partly fiction.<br>He&#39;s a walking contradiction.<br><br>That single quote deals with so much. Existentlism and the absurd  to remedying idealism with realism. Love it, quite possible my new favourite allegory/quote",Taxi Driver   A Study of Masculinity & Existentialism,movie analysis,2026-05-03T00:12:16.064928+00:00,1.0
batch_125_1777698036.csv,349,Ugz44P1c5a09sGb38gR4AaABAg,GsdfBDGdgNU,มืออาชีพตัวจริง,Will Smith Behind the Scenes Upcoming Movie #willsmith,behind the scenes movie,2026-05-03T01:30:04.573529+00:00,1.0
batch_104_1777697888.csv,339,Ugy8SeMDYZwdy32fDTZ4AaABAg,CvuawfBnr30,"Exactly the review I thought it would be. These movies should be classified as Biographical Concert flicks, freeing these filmmakers to do what they really want to do, which is essentially a cinema concert performance by a tribute artist with the life story used only as connective tissue between complete songs. If they really go for it, it could actually be conceptually interesting, honest and effective for the masses, rather than the ham-fisted attempt to sell it as a traditional biographical story put to film.",Michael - Movie Review!,movie review,2026-05-02T21:40:32.018330+00:00,1.0
batch_312_1777699445.csv,729,UgwdpA-3Ue4Z6ZW3esl4AaABAg,hbnPkK76Ask,Canta e dança muito para mim uma das melhores do mundo!!!,Beyoncé - Ego,Beyonce official music video,2026-05-03T04:43:40.077505+00:00,1.0
batch_113_1777697949.csv,707,UgwlbZjiZghTto3OfC54AaABAg,Y8GwUrZNAzE,"I had a teacher like this, take away the swearing and the physical abuse and it’s the same guy",What Makes Terence Fletcher One Of The Most Terrifying Villains In Film History,movie analysis,2026-05-02T23:24:47.061009+00:00,1.0
batch_253_1777698970.csv,725,UgxN-6Y6Ts4GI9Yl6lh4AaABAg,5oKhArK_LUE,That happy moment set Adele up into an emotional trip to end the song❤❤,Adele Celine Dion love Las Vegas,Adele live performance,2026-05-03T04:56:15.091832+00:00,1.0
