comment_id,post_id,comment_text,published_at,like_count,reply_count,author_id,author_name,title_youtube,source_query,crawled_at
Ugww33mxa7WMVOfDe3V4AaABAg,XjdpRqIay6E,Yes,2026-01-25T15:10:55Z,2,0,UCTMux02RoTSgTAfY5Ioe0Mw,@Youssefblink4,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxoqZWbVhs4H4agqZN4AaABAg,XjdpRqIay6E,님 행복 하세요 ㅎ,2026-02-17T02:55:32Z,2,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgyPlRIvfr2kO2m1bD54AaABAg,XjdpRqIay6E,Yassssss 😍,2025-10-17T04:15:36Z,3,0,UCKWipIB--Z5bApdxs9t7ftQ,@Diegosresendez,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugxz8wG0yithvcngVW94AaABAg,XjdpRqIay6E,Hey KIT are you there?,2026-03-20T18:00:23Z,2,0,UCvZxImo66kkib58frGQ8-Fg,@Orlando407100,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzwbNN1_YC7JSXj4Zl4AaABAg,XjdpRqIay6E,😢,2025-12-04T05:19:34Z,2,0,UCsyDTly2l5J55D1KtqlQcYw,@ÌsabelleNieves-w4t,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugz_9JEMtfFq0I02Vmp4AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2025-12-22T11:50:51Z,3,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzlovV6hWBRznpS7rR4AaABAg,XjdpRqIay6E,I think Billie was like having allergies bc she sounds a lil sick,2026-04-12T19:55:21Z,2,1,UC8H4rYLBnuwEb2SMcojaE4Q,@Lil_Avocado-Be01,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugx55g5Iwfp-H0m0jld4AaABAg,XjdpRqIay6E,No cause fr… bi panic,2025-12-11T21:06:48Z,3,0,UCfkc3Xt0gD-O3KkbmBCUESw,@niahunt19,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgylQ9kMXIAek-VrogZ4AaABAg,XjdpRqIay6E,where is the full show?? 😭😭,2026-01-08T18:44:48Z,6,2,UCXfWSQ4YbAE79ynvlIL3U9Q,@da_avi,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzAlma_QRT5ruE6Y_14AaABAg,XjdpRqIay6E,Pero porque no cantan,2025-06-22T22:33:58Z,24,0,UC0guDfHvPwZNbSQEDlT7-BQ,@MarcoVeraS-q6g,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugw9sVRMQUPBmTGIGc54AaABAg,XjdpRqIay6E,Damn Billie ate and charli🥹🥹,2025-12-12T04:17:49Z,4,2,UC-TtwTZsygvZKMgliR0Y-Dw,@kweenie101,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzMXHwfRSKXXQF0gpl4AaABAg,XjdpRqIay6E,"Some idiot is gonna go and say, &quot;Wow! This has to be one of the GREATEST performances EVER!!!!&quot;",2026-02-14T18:05:42Z,6,4,UCNAV06ix5guA63aDcKDKIlw,@sphinx855,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzAfiDU5_-ed8RfPKZ4AaABAg,XjdpRqIay6E,No Really,2026-03-08T20:51:29Z,1,0,UCLQAtdZsHqUTXoSaT-udT4Q,@CHUDW269,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzEfKQR_6XKT79yQlp4AaABAg,XjdpRqIay6E,Charlie can’t even sing it loud and my god you can’t hear Billie cause she is whispering it. That’s why these songs don’t work live,2025-05-01T21:04:41Z,99,4,UClhG1Siw04iTyK_MtunBtrw,@francisbroadmeadows6575,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgyF1A7dyOGfOgh-UmF4AaABAg,XjdpRqIay6E,a mess,2026-05-02T03:52:36Z,0,0,UC6plECsy8TUBK7JfwVxagaA,@MrLatthawat,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgwipRY9PQdo0HkbkrB4AaABAg,XjdpRqIay6E,oh billie the flop you are❤❤,2026-01-15T03:09:53Z,3,0,UCwjHSegFRfF9qeAXwt1KaJg,@fetaa69,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugx8AbaefPdS5Wk7NI14AaABAg,XjdpRqIay6E,So basically Charli makes people pay to go listen to the CD?,2026-02-23T20:26:27Z,1,0,UCjhPe-LUpZqIx8DS4ZmP7sg,@joefersanhaddad,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzmiPBf5nlXXOdPBLV4AaABAg,XjdpRqIay6E,I bet Billy is wearing XL male boxer shorts lmfao,2026-02-01T23:42:35Z,5,0,UCZwPgVpKAyYOYOQojwxZX8Q,@danielharrington5690,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxynVZtO3MpRitdxBN4AaABAg,XjdpRqIay6E,"That was wack, one for the sack.",2025-05-02T20:20:00Z,15,0,UCAEiqIHc4hFjRFbDNxKEjaw,@KrisNolanotts,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugz9I14YOhdzodDDxQ54AaABAg,XjdpRqIay6E,Doesnt make any sense 😂 Is this artistry? Music? my gosh... All you can hear are loud beats haha😂,2025-12-13T12:45:06Z,7,1,UCuWytLiHENhMJWlpcisA7pg,@hrronel,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
Ugx_ja7hW9wDgCh10vp4AaABAg,XjdpRqIay6E,Wow they really cant sing live,2025-12-27T08:41:37Z,5,7,UCmbGpeAf5vY3FDR5jKaGiTQ,@immiky,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxZ-s00d7kaM4dDc-94AaABAg,XjdpRqIay6E,Terrible performance but song  🔥,2026-02-23T15:43:51Z,1,0,UCkpFUXyTVSBAjCSCk4iMlYw,@berry6467,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgySmgNdEEjw7l7Wn1N4AaABAg,XjdpRqIay6E,Pathetic,2026-03-11T14:55:28Z,1,0,UCHU0d6L92tOQIhJrQmqMX-w,@WadaDada2025,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxuJY_FZGXveKj1mdl4AaABAg,XjdpRqIay6E,님 행복 하세요 ㅎ,2026-03-22T06:40:15Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgyhzVLq_PUj-DT8CjZ4AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2025-12-28T03:16:01Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgyRzD9CMMf3PGsEjWJ4AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2026-01-09T06:42:35Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxVHyJKsGd0k85W1u54AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2026-03-08T10:00:49Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgxDuyrWIHUnq87lPG54AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2026-04-04T05:55:16Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzBzk4PphygkWNED154AaABAg,XjdpRqIay6E,님 성공하세요 ㅎ,2026-04-04T11:24:37Z,1,0,UC4Ioc2qA6-kHJriGKNToKLw,@코스모스-u4l6c,"Charli XCX & Billie Eilish - ""Guess"" (Remix) Live at Coachella 2025",Billie Eilish live performance,2026-05-02 05:30:36
UgzBQKXg2YXAjY3uRQt4AaABAg,UPeEeGHydWs,"Jeez they&#39;re good. 4 years ago when my son told me I must check her out - I blew him off for months... and then I finally broke down. And I&#39;ve been a stan every since. I&#39;m old - almost 60, and right now she&#39;s my favorite artist (or should I say duo?). She blows my mind every time I hear her live. Rock on Billie &amp; Finneas!",2024-12-18T04:05:45Z,1284,16,UCkMBmxp29W109-oMxlzmMqg,@gregroyse,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugz3bNLoLhH_RKpcded4AaABAg,UPeEeGHydWs,"Even sick, she sounds phenomenal. Vocal lessons was the best thing she could&#39;ve done. She unlocked so much range and potential with her voice. The growth is beautiful and I love how finneas watches her sing. Be just looks like the proudest big brother. I can feel that energy even more after listening to his song family feud",2024-12-18T05:24:09Z,1185,3,UC0RENsKNfy-4nlO62-_2QWg,@itsjustus.itsjustlove,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxsC0ddb641Nfm7mc54AaABAg,UPeEeGHydWs,"something about her forgetting lyrics/messing up is like refreshing, to see that even with all these talents, she&#39;s only human just like the rest of us. she&#39;s so cute and always handles that kinda situation well on the rare occasion that it happens",2024-12-20T03:32:01Z,283,0,UCXPccsKmfhAapk0VtWWipBg,@dani_rose4,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzzJjvgiWNN7FxKnBx4AaABAg,UPeEeGHydWs,Finneas his falsetto blending with billie is so so so soothing,2024-12-19T06:46:22Z,228,1,UCXIekcS9GChVNUgZGNQ4RoA,@LeonnPont,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgysHIxxrK_c5DUK7J94AaABAg,UPeEeGHydWs,the way finneas looks at her with so much brotherly love is so heartwarming. my two fave people ever,2024-12-18T10:58:51Z,683,4,UC3L-jBdHZ3SvMpW3ZgdqHBA,@flic003,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugy1mvLy64Q-yI7ktpN4AaABAg,UPeEeGHydWs,Incredible artist this girl! And props to her brother too. They’ve been pretty consistent these years and she’s not even 25 years old.,2024-12-18T03:06:12Z,491,1,UC0Lkn7xY3iQvaFpcC9ZDBKA,@carluyabut1461,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwFqGgv4cnjWGLZyzd4AaABAg,UPeEeGHydWs,"but… <b>FINNEAS continues to play the acoustic guitar</b> i need to confess 😅 <br>Billie doesn’t usually forget her lyrics, but when she does, she always recovers from it quickly.",2024-12-18T03:19:03Z,227,4,UCwJwWS8ATsurwl4g0cDJp4w,@thejoevisuals,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzMecQ4CUmTPPoQf9d4AaABAg,UPeEeGHydWs,“I need to confess. I told you a lieeeeeeee. I said- youuuuuu. Were the love of my life”💚,2024-12-18T03:16:38Z,137,0,UCq9rnFBKuTOxsH9AyHgEKSw,@CharlieBowers-d2i,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyKFJ8ObLZ38gg5ubx4AaABAg,UPeEeGHydWs,“ but….i need to confess 😂”,2024-12-18T03:37:50Z,257,1,UCuK9vHtxd1j-lXmf6lrgGNw,@Naya-wk5po,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxWewBu8hV9qlMPsMV4AaABAg,UPeEeGHydWs,Happy birrthday Billieeeee❤,2024-12-18T03:22:43Z,556,9,UC6xF68ABB8XxZeVoszz1aZg,@moonlytdelirik,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzbsfmgOW-AVEk5A2p4AaABAg,UPeEeGHydWs,her voice sounds like HEAVEN,2024-12-18T03:49:29Z,210,1,UCMBOV4HLjBHQA22db35yeFw,@noseholekibi,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyM3fJARb6AaM_v0-t4AaABAg,UPeEeGHydWs,Her voice is always angelic and surprising,2026-05-02T03:42:15Z,0,0,UCdFHh3gef-QhrmSdxmpG1mA,@lianenoella4112,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwgU8F4WpZqpjmlhyB4AaABAg,UPeEeGHydWs,The fact that her voice is tired but still hits those notes is mind-blowing. Congrats 👏 👏 👏,2024-12-18T03:43:04Z,113,0,UCCuXjh2QAwEGX9wUbhWd80Q,@kristogaudin4056,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwYJYHXaEUDFIXrSZt4AaABAg,UPeEeGHydWs,"<a href=""https://www.youtube.com/watch?v=UPeEeGHydWs&amp;t=103"">1:43</a> how is she so adorable forgetting the lyrics😭😭😭😭",2024-12-18T09:08:41Z,276,3,UC3Nmbro4cqnhk5EeKTEGc9w,@elusivelation,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyTmnVkczOG5SWPKqZ4AaABAg,UPeEeGHydWs,"i will never get over how perfectly suited her voice is for the style of singing she does in l&#39;amour, it&#39;s so satisfying. this girl was 100% born to sing, and i get excited to hear her sing every time&lt;3",2024-12-20T03:29:53Z,127,1,UCXPccsKmfhAapk0VtWWipBg,@dani_rose4,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyjL6OeGXxwyDx5l7F4AaABAg,UPeEeGHydWs,"<a href=""https://www.youtube.com/watch?v=UPeEeGHydWs&amp;t=91"">1:31</a> Okay But nobody talks about the bom bom bom 😮‍💨😮‍💨,But what beauty my eyes hear",2024-12-18T04:04:59Z,245,5,UCuzUQd5HlhBw7EVlDpsS7qA,@Twins_robloxx,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzNDnz2wPWbgDikqOB4AaABAg,UPeEeGHydWs,THEIR VOICES OMG🙏🏻,2024-12-18T03:05:14Z,130,1,UCjmMYw8fYhA-YKqqozLgfBw,@jademax777,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgycD9_X0WSWREl2Xfd4AaABAg,UPeEeGHydWs,"<a href=""https://www.youtube.com/watch?v=UPeEeGHydWs&amp;t=139"">2:19</a> Finneas vocals🔥",2024-12-18T22:06:10Z,56,0,UCAsfmq0mmuWl5Bmnv1Y41Bw,@Okwhateverloll,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
